0.000000000000000000e+00	0.000000000000000000e+00	1.602393288891909077e-06	0.000000000000000000e+00	1.201212993451321125e+07
2.407407407407407274e-01	1.034572018748680504e-06	3.867107985288437827e-02	9.635883823951052136e+02	1.199912213520695828e+07
4.814814814814814548e-01	8.273116095158701024e-06	1.545957627543199653e-01	1.925089846922960305e+03	1.196012690928495117e+07
7.222222222222222099e-01	2.790616786489738064e-05	3.475245840481734350e-01	2.882421995515705930e+03	1.189522871172320098e+07
9.629629629629629095e-01	6.609741921994016214e-05	6.170397028683578533e-01	3.833511459915388514e+03	1.180456809756628796e+07
1.203703703703703720e+00	1.289703691244428242e-04	9.625574094823359239e-01	4.776298392127915577e+03	1.168834141751643270e+07
1.444444444444444420e+00	2.225950614795630506e-04	1.383329389476448013e+00	5.708740925595123372e+03	1.154680039268161543e+07
1.685185185185185119e+00	3.529749387599934456e-04	1.878444344438281899e+00	6.628819597423074811e+03	1.138025156940368377e+07
1.925925925925925819e+00	5.260338398944481219e-04	2.446829965626133863e+00	7.534541722088994902e+03	1.118905565534726158e+07
2.166666666666666519e+00	7.476031705495764191e-04	3.087255256350948773e+00	8.423945707154385673e+03	1.097362673828725331e+07
2.407407407407407440e+00	1.023409273603872061e-03	3.798333198041015102e+00	9.295105301637453522e+03	1.073443138928693160e+07
2.648148148148147918e+00	1.359061027164089287e-03	4.578523754215389374e+00	1.014613376784379216e+04	1.047198765220892243e+07
2.888888888888888840e+00	1.760037696984232802e-03	5.426137205859909329e+00	1.097518796762010970e+04	1.018686392174753360e+07
3.129629629629629317e+00	2.231677069596053366e-03	6.339337810982388355e+00	1.178047235418102900e+04	9.879677712412441149e+06
3.370370370370370239e+00	2.779163891852005300e-03	7.316147780420949154e+00	1.256024286086361644e+04	9.551094321129737422e+06
3.611111111111110716e+00	3.407518641918136273e-03	8.354451561294931494e+00	1.331281067838738272e+04	9.201825386356968433e+06
3.851851851851851638e+00	4.121586656036243558e-03	9.452000418821404182e+00	1.403654591243916548e+04	8.832627346832670271e+06
4.092592592592592560e+00	4.926027634604591456e-03	1.060641730657389381e+01	1.472988111366122394e+04	8.444299803298529238e+06
4.333333333333333037e+00	5.825305550304414257e-03	1.181520201463567687e+01	1.539131467239754784e+04	8.037683786742202938e+06
4.574074074074073515e+00	6.823678980129147670e-03	1.307573658449770448e+01	1.601941407084599450e+04	7.613659936911500059e+06
4.814814814814814881e+00	7.925191882254918260e-03	1.438529097897378328e+01	1.661281898557284148e+04	7.173146595044772141e+06
5.055555555555555358e+00	9.133664837727642136e-03	1.574102899485316875e+01	1.717024423367044801e+04	6.717097814948294312e+06
5.296296296296295836e+00	1.045268677593523023e-02	1.714001440548520705e+01	1.769048255617723771e+04	6.246501296728161164e+06
5.537037037037036313e+00	1.188560720178571256e-02	1.857921731999243420e+01	1.817240723273179901e+04	5.762376247651787475e+06
5.777777777777777679e+00	1.343552894142548831e-02	2.005552074533946083e+01	1.861497452179828178e+04	5.265771174771938473e+06
6.018518518518518157e+00	1.510530142220874693e-02	2.156572733704589240e+01	1.901722592117814565e+04	4.757761614093918353e+06
6.259259259259258634e+00	1.689751450147242845e-02	2.310656632392241860e+01	1.937829024391248095e+04	4.239447801204090938e+06
6.500000000000000000e+00	1.881449285748182723e-02	2.467470059183298048e+01	1.969738550507899708e+04	3.711952288404576946e+06
6.740740740740740478e+00	2.085829095469519251e-02	2.626673391114076139e+01	1.997382061539718416e+04	3.176417513514961116e+06
6.981481481481480955e+00	2.303068859425116965e-02	2.787921829218543479e+01	2.020699687797385559e+04	2.634003325606354512e+06
7.222222222222221433e+00	2.533318705931585091e-02	2.950866145286092035e+01	2.039640928494727268e+04	2.085884473026569234e+06
7.462962962962962798e+00	2.776700586363776632e-02	3.115153438212079351e+01	2.054164761122172422e+04	1.533248059156807372e+06
7.703703703703703276e+00	3.033308011035261431e-02	3.280427898303035761e+01	2.064239730292373861e+04	9.772909714100651909e+05
7.944444444444443754e+00	3.303205846675807966e-02	3.446331577881235830e+01	2.069844015865573965e+04	4.192172890395209542e+05
8.185185185185185119e+00	3.586431177075108390e-02	3.612506202322919080e+01	2.071105999680627792e+04	0.000000000000000000e+00
8.425925925925925597e+00	3.882992163169649708e-02	3.778706066494821414e+01	2.071105999680627792e+04	0.000000000000000000e+00
8.666666666666666075e+00	4.192890175401438324e-02	3.944905930666723037e+01	2.071105999680627792e+04	0.000000000000000000e+00
8.907407407407406552e+00	4.516125213770482566e-02	4.111105794838626082e+01	2.071105999680627792e+04	0.000000000000000000e+00
9.148148148148147030e+00	4.852697278276775494e-02	4.277305659010527705e+01	2.071105999680627792e+04	0.000000000000000000e+00
9.388888888888887507e+00	5.202606368920322660e-02	4.443505523182430750e+01	2.071105999680627792e+04	0.000000000000000000e+00
9.629629629629629761e+00	5.565852485701123370e-02	4.609705387354333794e+01	2.071105999680627792e+04	0.000000000000000000e+00
9.870370370370370239e+00	5.942435628619170684e-02	4.775905251526235418e+01	2.071105999680627792e+04	0.000000000000000000e+00
1.011111111111111072e+01	6.332355797674472930e-02	4.942105115698137752e+01	2.071105999680627792e+04	0.000000000000000000e+00
1.035185185185185119e+01	6.735612992867021087e-02	5.108304979870039375e+01	2.071105999680627792e+04	0.000000000000000000e+00
1.059259259259259167e+01	7.152207214196827645e-02	5.274504844041941709e+01	2.071105999680627792e+04	0.000000000000000000e+00
1.083333333333333215e+01	7.582138461663877338e-02	5.440704708213842622e+01	2.071105999680627792e+04	0.000000000000000000e+00
1.107407407407407263e+01	8.025406735268184044e-02	5.606904572385744956e+01	2.071105999680627792e+04	0.000000000000000000e+00
1.131481481481481488e+01	8.482012035009746376e-02	5.773104436557648711e+01	2.071105999680627792e+04	0.000000000000000000e+00
1.155555555555555536e+01	8.951954360888553230e-02	5.939304300729551045e+01	2.071105999680627792e+04	0.000000000000000000e+00
1.179629629629629584e+01	9.435233712904615710e-02	6.105504164901454089e+01	2.071105999680627792e+04	0.000000000000000000e+00
1.203703703703703631e+01	9.931850091057924101e-02	6.271704029073355713e+01	2.071105999680627792e+04	0.000000000000000000e+00
1.227777777777777679e+01	1.044180349534848812e-01	6.437903893245257336e+01	2.071105999680627792e+04	0.000000000000000000e+00
1.251851851851851727e+01	1.096509392577629943e-01	6.604103757417159670e+01	2.071105999680627792e+04	0.000000000000000000e+00
1.275925925925925775e+01	1.150172138234137054e-01	6.770303621589062004e+01	2.071105999680627792e+04	0.000000000000000000e+00
