1.200000000000000000e+01	-0.000000000000000000e+00	0.000000000000000000e+00
1.199976652851720615e+01	-7.578356636594277274e-02	0.000000000000000000e+00
1.199908938583926954e+01	-1.515646249348986674e-01	0.000000000000000000e+00
1.199800326746713708e+01	-2.273414719710497855e-01	0.000000000000000000e+00
1.199654238493309322e+01	-3.031132677602965120e-01	0.000000000000000000e+00
1.199474021883468033e+01	-3.788800139076130002e-01	0.000000000000000000e+00
1.199262927730635653e+01	-4.546425218029890303e-01	0.000000000000000000e+00
1.199024086167906589e+01	-5.304023725506793463e-01	0.000000000000000000e+00
1.198760484102493606e+01	-6.061618687362331226e-01	0.000000000000000000e+00
1.198474943721872954e+01	-6.819239784822316297e-01	0.000000000000000000e+00
1.198170102207005172e+01	-7.576922723161538809e-01	0.000000000000000000e+00
1.197848392799139816e+01	-8.334708534416697123e-01	0.000000000000000000e+00
1.197512027356720843e+01	-9.092642820673394466e-01	0.000000000000000000e+00
1.197162980527938636e+01	-9.850774945036074870e-01	0.000000000000000000e+00
1.196802975652561862e+01	-1.060915717789609358e+00	0.000000000000000000e+00
1.196433472493956174e+01	-1.136784380655232685e+00	0.000000000000000000e+00
1.196055656888720797e+01	-1.212689021660639854e+00	0.000000000000000000e+00
1.195670432387272619e+01	-1.288635195384801424e+00	0.000000000000000000e+00
1.195278413944065399e+01	-1.364628377556164729e+00	0.000000000000000000e+00
1.194879924693895035e+01	-1.440673871229268155e+00	0.000000000000000000e+00
1.194475001853048646e+01	-1.516776722997569049e+00	0.000000000000000000e+00
1.194063533857521442e+01	-1.592941816189838322e+00	0.000000000000000000e+00
1.193645388114925687e+01	-1.669174003464645617e+00	0.000000000000000000e+00
1.193220423974999989e+01	-1.745478120668472855e+00	0.000000000000000000e+00
1.192788492747262197e+01	-1.821858985906325890e+00	0.000000000000000000e+00
1.192349437719584948e+01	-1.898321398614020383e+00	0.000000000000000000e+00
1.191903094177685674e+01	-1.974870138632221384e+00	0.000000000000000000e+00
1.191449289425534275e+01	-2.051509965282323655e+00	0.000000000000000000e+00
1.190987842806673846e+01	-2.128245616444259358e+00	0.000000000000000000e+00
1.190518565726454625e+01	-2.205081807636303459e+00	0.000000000000000000e+00
1.190041261675177964e+01	-2.282023231096975469e+00	0.000000000000000000e+00
1.189555726252149270e+01	-2.359074554869100560e+00	0.000000000000000000e+00
1.189061747190638307e+01	-2.436240421886139540e+00	0.000000000000000000e+00
1.188559104383744547e+01	-2.513525449060838746e+00	0.000000000000000000e+00
1.188047569911164736e+01	-2.590934226376306881e+00	0.000000000000000000e+00
1.187526908066860720e+01	-2.668471315979586311e+00	0.000000000000000000e+00
1.186996875387628414e+01	-2.746141251277802287e+00	0.000000000000000000e+00
1.186457220682559388e+01	-2.823948536036985590e+00	0.000000000000000000e+00
1.185907685063401296e+01	-2.901897643483622780e+00	0.000000000000000000e+00
1.185348001975803633e+01	-2.979993015409045043e+00	0.000000000000000000e+00
1.184777897231458965e+01	-3.058239061276712967e+00	0.000000000000000000e+00
1.184197089041125395e+01	-3.136640157332489132e+00	0.000000000000000000e+00
1.183605288048538107e+01	-3.215200645717982031e+00	0.000000000000000000e+00
1.183002197365197361e+01	-3.293924833587031475e+00	0.000000000000000000e+00
1.182387512606038271e+01	-3.372816992225421195e+00	0.000000000000000000e+00
1.181760921925975083e+01	-3.451881356173899462e+00	0.000000000000000000e+00
1.181122106057319066e+01	-3.531122122354585890e+00	0.000000000000000000e+00
1.180470738348064685e+01	-3.610543449200842137e+00	0.000000000000000000e+00
1.179806484801044597e+01	-3.690149455790687316e+00	0.000000000000000000e+00
1.179129004113948298e+01	-3.769944220983838523e+00	0.000000000000000000e+00
1.178437947720199119e+01	-3.849931782562447502e+00	0.000000000000000000e+00
1.177732959830692039e+01	-3.930116136375630287e+00	0.000000000000000000e+00
1.177013677476382547e+01	-4.010501235487833327e+00	0.000000000000000000e+00
1.176279730551729230e+01	-4.091090989331159555e+00	0.000000000000000000e+00
1.175530741858980655e+01	-4.171889262861691705e+00	0.000000000000000000e+00
1.174766327153308687e+01	-4.252899875719908351e+00	0.000000000000000000e+00
1.173986095188780965e+01	-4.334126601395277056e+00	0.000000000000000000e+00
1.173189651976747072e+01	-4.415573182246328443e+00	0.000000000000000000e+00
1.172376572713150900e+01	-4.497243222325966627e+00	0.000000000000000000e+00
1.171546303994587035e+01	-4.579139795501527388e+00	0.000000000000000000e+00
1.170698026549846915e+01	-4.661264853395437946e+00	0.000000000000000000e+00
1.169830654398489322e+01	-4.743619125424146432e+00	0.000000000000000000e+00
1.168942842997744336e+01	-4.826202054065753089e+00	0.000000000000000000e+00
1.168032999239131975e+01	-4.909011739928747176e+00	0.000000000000000000e+00
1.167099293214223188e+01	-4.992044897224728217e+00	0.000000000000000000e+00
1.166139671656239507e+01	-5.075296820166283140e+00	0.000000000000000000e+00
1.165151872952207235e+01	-5.158761360724517964e+00	0.000000000000000000e+00
1.164133443609219931e+01	-5.242430918089549863e+00	0.000000000000000000e+00
1.163081756048113924e+01	-5.326296440082481709e+00	0.000000000000000000e+00
