0,23000
1.526704827,23000
3.053409654,23000
4.580114481,23000
6.106819308,23000
7.633524135,23000
9.160228962,23000
10.68693379,23000
12.21363862,23000
13.74034344,23000
15.26704827,23000
16.7937531,23000
18.32045792,23000
19.84716429,23000
21.37386758,23000
22.90057394,23000
24.42727723,23000
25.01261998,21190.92305
25.30837211,20292.27094
25.61028574,19393.61884
25.91219937,18502.81522
26.22335525,17615.93585
26.54067264,16740.82921
26.86415153,15873.57106
27.0305121,15441.90411
27.19687267,15014.16141
27.36939474,14590.34294
27.54191682,14166.52448
27.71751964,13750.55451
27.89620322,13334.58454
28.07796755,12922.53882
28.26281263,12514.41733
28.45381921,12110.2201
28.64482579,11709.94711
28.84199388,11313.59836
29.04224271,10921.17386
29.2455723,10536.59785
29.45198264,10152.02184
29.66455448,9775.294318
29.88328782,9402.491042
30.10202117,9037.536257
30.32999676,8672.581471
30.56105311,8319.39942
30.79519021,7966.217369
31.03548882,7620.883808
31.28194892,7283.398737
31.53457053,6949.837912
31.79027289,6620.201331
32.05213675,6302.337485
32.32016212,5984.473639
32.59126823,5674.458284
32.86853585,5372.291418
33.14888422,5074.048797
33.4353941,4775.806176
33.72498472,4489.336291
34.0176561,4202.866405
34.31340822,3920.320764
34.6122411,3641.699369
34.91723548,3367.002218
35.22222986,3096.229312
35.530305,2825.456407
35.84146088,2562.531991
36.46993415,2036.68316
37.10456892,1518.682819
37.7453652,1008.530967
39.0362,0
37.04025824,0
35.04431647,0
33.04837471,0
31.05243295,0
29.05649119,0
27.06054942,0
25.06460766,0
23.0686659,0
21.07272414,0
19.07678237,0
17.08084061,0
15.08489885,0
13.08895709,0
11.09301532,0
9.09707356,0
7.101131797,0
6.435689511,1318.546323
6.10604912,1977.819485
5.77948948,2641.016891
5.456010591,3304.214298
5.138693205,3971.335949
4.827537321,4642.381846
4.522542941,5317.351988
4.223710062,5996.246374
3.937200189,6679.065006
3.65993257,7369.732128
3.524379512,7715.065688
3.394987957,8064.323494
3.265596401,8413.5813
3.139285597,8762.839106
3.019136295,9116.021157
2.898986994,9473.127453
2.781918444,9830.233749
2.671011396,10187.34004
2.452278052,10909.40113
2.245867714,11635.38645
2.05178038,12369.22027
1.86385455,13106.97833
1.685170973,13848.66064
1.518810402,14598.19143
1.355530582,15347.72223
1.201493016,16101.17727
1.050536201,16858.55656
0.90882164,17619.86009
0.77018783,18385.08787
0.634634772,19150.31565
0.502162465,19919.46767
0.249540857,21457.77171
0,23000
